110,气味,有个爽身粉的味道,气味,中性
111,整体,性价比很高,整体,正面
112,真伪,是正品,真伪,正面
112,气味,香味浓郁,气味,正面
112,功效,遮瑕效果非常好,功效,正面
113,保湿效果,不错,功效,正面
113,_,挺好用的,整体,正面
114,隔离,非常好用,使用体验,正面
115,整体,愉快的购物体验,整体,正面
116,_,值得信赖,整体,正面
117,_,无流很快,物流,正面
117,_,看着挺好的,整体,正面
118,_,价格合适,价格,正面
118,_,不贵,价格,正面
118,_,还好用,整体,正面
119,真伪,是正品,真伪,正面
119,_,性价比最高,价格,正面
119,_,很好用,使用体验,正面
119,物流,物流也很快,物流,正面
120,_,挺好的,整体,正面
120,_,效果不错哦,功效,正面
121,_,挺好的,整体,正面
122,气味,味道真的不好闻,气味,负面
122,气味,闻着很次,气味,负面
122,成分,滑石粉放多了吧,成分,负面
122,使用体验,不好冲洗,使用体验,负面
122,_,看在试用了赠品的份上,整体,中性
122,_,很勉强留下,整体,中性
123,_,_,_,_
124,_,_,_,_
125,_,好用,整体,正面
125,_,不贵,价格,正面
126,_,质量不错,整体,正面
126,_,一如既往的好用,整体,正面
127,物流,送货速度很快很方便,物流,正面
128,_,_,_,_
129,使用体验,一言难尽,使用体验,负面
129,使用体验,不怎么样,使用体验,负面
130,价格,物美价廉,价格,正面
130,物流,发货快,物流,正面
130,包装,盒子很漂亮,包装,正面
131,_,_,_,_
132,_,不好,整体,负面
133,快递,慢,物流,负面
134,整体,和想的是一模一样,整体,正面
134,物流,快,物流,正面
135,购买渠道,早知道到实体店购买,服务,负面
135,积分,还有积分,服务,正面
135,价格,价格也差不多,价格,中性
135,赠品,一点都没有,其他,负面
136,整体,好用,整体,正面
136,整体,超级好用,整体,正面
136,功效,用完就不干了,功效,正面
136,使用体验,很舒服,使用体验,正面
137,_,不紧水份多,其他,正面
137,价格,便宜,价格,正面
138,_,超级补水,功效,正面
138,_,超级划算,价格,正面
138,_,五星好评,整体,正面
139,_,_,_,_
140,物流,快,物流,正面
141,面膜,很好用,整体,正面
141,补水效果,很好,功效,正面
141,_,滋润服帖,使用体验,正面
141,_,打造完美妆容,使用体验,正面
141,_,秒杀屯货,其他,正面
142,海藻面膜,补水特别好,功效,正面
143,整体,实惠,价格,正面
143,整体,好用,使用体验,正面
143,整体,滋润,使用体验,正面
144,物流,很快,物流,正面
145,物流,杠杠的,物流,正面
145,包装,不错,包装,正面
145,_,不知道效果怎样,功效,负面
146,面膜,特别轻薄透气补水,使用体验,正面
147,_,还可以,整体,中性
148,补水效果,特别好,功效,正面
149,整体,总体效果还可以,整体,中性
149,功效,吸收效果不是太好,功效,负面
149,使用体验,擦的时候脸上会留下霜渍,使用体验,负面
150,_,很好,整体,正面
150,_,有一点增白的效果,整体,正面
151,_,_,_,_
152,_,不太喜欢,整体,负面
153,整体,超级不错,整体,正面
153,服务,超好,服务,正面
154,干,干,使用体验,负面
154,搓泥,搓泥,使用体验,负面
154,_,适合,整体,正面
155,价格,经济实惠,价格,正面
155,_,希望好用,整体,中性
155,物流,送货快,物流,正面
156,_,很好用,整体,正面
157,_,_,_,_
158,遮暇力度,不够,功效,负面
158,上妆,服帖,使用体验,正面
158,性价比,超高,价格,正面
159,真伪,应该是正品,真伪,正面
159,_,买那么多都没有送东西,其他,负面
160,整体,推荐的,整体,正面
160,功效,效果也不错,功效,正面
160,使用体验,非常滋润,使用体验,正面
161,整体,很好用,整体,正面
161,价格,很实惠,价格,正面
162,产品,挺好,整体,正面
162,物流,很快,物流,正面
162,_,价格实惠,价格,正面
163,_,挺好用的,整体,正面
163,卸妆,很温和,使用体验,正面
163,卸妆,很清爽,使用体验,正面
164,外包装,湿了,包装,负面
164,_,十分不好,整体,负面
165,物流,速度不错,物流,正面
166,_,挺好用的,整体,正面
166,_,老客户,其他,中性
167,_,非常不错,整体,正面
167,_,实惠,价格,正面
168,使用体验,挺好用的,使用体验,正面
168,使用体验,挺滋润的,使用体验,正面
168,使用体验,用完毛孔没有那么大了,使用体验,正面
169,_,好用,整体,正面
170,_,_,_,_
171,洗面奶,不怎么好用,整体,负面
171,_,便宜,价格,正面
171,_,不知道是不是真的,真伪,负面
172,_,吸收快,使用体验,正面
172,_,超级滋润,功效,正面
172,_,双十一活动给力,其他,正面
173,包装,捡漏也不送个盒子,包装,负面
174,_,不错,整体,正面
174,气味,很好闻,气味,正面
174,_,质量很好,整体,正面
174,_,值得信赖,整体,正面
175,洗面奶,很好用,使用体验,正面
176,遮瑕,不咋个,功效,负面
177,_,一如既往的好,整体,正面
178,补水效果,挺好的,功效,正面
178,_,有点紧绷,使用体验,负面
179,_,物超所值,整体,正面
179,_,物聊超快,物流,正面
180,使用体验,容易推开,使用体验,正面
180,使用体验,不油腻,使用体验,正面
180,功效,成膜挺快的,功效,正面
180,使用体验,有一丢丢泛白,使用体验,负面
181,_,很好,整体,正面
181,_,不过敏,使用体验,正面
181,_,很保湿,使用体验,正面
181,_,不油腻,使用体验,正面
182,遮盖红血丝,还不错,功效,正面
182,_,挺干,使用体验,负面
183,_,_,_,_
184,整体,还是不错的,整体,正面
184,价格,比较优惠,价格,正面
185,_,_,_,_
186,_,_,_,_
187,保湿效果,很好,功效,正面
188,_,特别好用,整体,正面
189,_,挺好用的,整体,正面
190,价格,合适不错,价格,正面
191,_,_,_,_
192,使用体验,觉得很好用,使用体验,正面
192,使用体验,贴在脸上也很舒服,使用体验,正面
193,_,不错,整体,正面
194,气味,很好闻淡淡的清香,气味,正面
195,整体,一般吧,整体,中性
196,包装,连包装盒子都没有,包装,负面
197,_,_,_,_
198,使用体验,洗完脸皮不紧绷,使用体验,正面
199,物流,很快,物流,正面
199,_,很满意,整体,正面
199,_,看着还不错,整体,正面
200,补水,应该还是可以的,功效,正面
200,_,有些油,其他,负面
201,物流,送货速度快,物流,正面
202,_,很喜欢,整体,正面
202,_,值得购买,整体,正面
203,物流,挺快的,物流,正面
204,_,_,_,_
205,贴肤,很好,使用体验,正面
205,_,贴肤,使用体验,正面
205,_,不卡粉,使用体验,正面
206,包装,很精美,包装,正面
206,服务,良心卖家,服务,正面
207,_,很好用,使用体验,正面
207,香味,不重,气味,正面
207,香味,不刺激,气味,正面
208,使用体验,挺好用的,使用体验,正面
208,气味,味道香香的,气味,正面
208,使用体验,洗完脸上很滑,使用体验,正面
208,使用体验,很舒服,使用体验,正面
209,_,_,_,_
210,价格,贵些,价格,负面
210,活动,给力,价格,正面
210,_,郁闷,整体,负面
211,补水效果,特别好,功效,正面
211,_,很喜欢,整体,正面
212,_,_,_,_
213,效果,不好,功效,负面
213,_,没有其他款式的好用,整体,负面
214,整体,效果不错 满意,整体,正面
215,使用体验,非常好用,使用体验,正面
215,_,很干净,使用体验,正面
216,卸妆水,很好用,整体,正面
216,卸妆水,不油腻,使用体验,正面
216,卸妆水,有点小瓶,尺寸,负面
216,卸妆水,用得快,使用体验,负面
217,_,_,_,_
218,快递,超级给力,物流,正面
219,成分,安全,成分,正面
219,赠品,惊喜,包装,正面
219,_,颜值在线,整体,正面
219,_,好开森,整体,正面
220,包装,挺好看的,包装,正面
220,_,快递小哥亲自送到家,物流,正面
221,_,不错的呢,整体,正面
221,_,喜欢了,整体,正面
222,_,很便宜,价格,正面
223,_,很好用的,整体,正面
224,_,_,_,_
225,使用体验,脸上闷闷的,使用体验,负面
226,_,_,_,_
227,_,值得信赖,整体,正面
228,_,速度飞快,物流,正面
228,_,大爱,整体,正面
229,_,_,_,_
230,使用体验,不过敏,使用体验,正面
230,使用体验,很好用,使用体验,正面
231,物流,快,物流,正面
231,使用体验,还真心不错,使用体验,正面
232,整体,很好,整体,正面
232,物流,很快,物流,正面
232,_,越做越好,其他,正面
232,_,价格越来越便宜,价格,正面
233,_,物超所值,整体,正面
233,_,全5分好评,整体,正面
234,_,_,_,_
235,_,_,_,_
236,颜色,紫色,其他,中性
236,质地,水润轻薄,使用体验,正面
236,功效,保湿,功效,正面
237,_,挺好,整体,正面
238,_,买贵了,价格,负面
238,_,不开心,整体,负面
239,吸收,很好,功效,正面
239,_,适合,使用体验,正面
239,_,很喜欢,整体,正面
240,物流,今天早上就收到了,物流,正面
240,_,看起不错,整体,正面
241,价格,一分钱买的,价格,负面
241,_,补水还可以,功效,中性
241,_,精华液也很多,成分,正面
241,_,不错,整体,正面
242,_,便宜,价格,正面
243,眼霜,没什么效果,功效,负面
244,_,非常好用,整体,正面
245,物流,快,物流,正面
246,服务,很好,服务,正面
246,性价比,高,价格,正面
246,_,很不错,整体,正面
247,_,_,_,_
248,_,很喜欢,整体,正面
248,_,大爱,整体,正面
249,滋润不油腻,挺好,使用体验,正面
250,_,不错,整体,正面
251,_,挺好用的,整体,正面
251,_,推荐推荐,整体,正面
251,_,很服帖自然,使用体验,正面
252,使用体验,用了脸过敏，直接起红点红斑，非常痛，直接就是毁容了，非常恼火,使用体验,负面
253,服务,感谢客服小海狮的服务，帮我解决了许多难题,服务,正面
254,_,一般,整体,中性
254,_,没有想象中的好用,整体,负面
254,_,纯补水,功效,中性
255,面膜,挺好用的,使用体验,正面
255,面膜,薄薄的,使用体验,正面
255,面膜,很敷贴,使用体验,正面
255,面膜,精华也好多,成分,正面
256,_,_,_,_
257,_,好,整体,正面
258,_,非常非常的好用,整体,正面
258,_,值得信赖,整体,正面
259,尺寸,好小,尺寸,负面
260,东西,摔坏了,整体,负面
260,东西,心情十分感到失望,整体,负面
261,_,好用,整体,正面
261,_,特便宜,价格,正面
262,_,好用,整体,正面
263,_,_,_,_
264,_,不好的体验,整体,负面
265,_,_,_,_
266,_,有点干,使用体验,负面
266,效果,没有提亮肤色的效果,功效,负面
266,_,感觉有点暗淡,使用体验,负面
267,_,好用,整体,正面
267,_,便宜,价格,正面
267,_,大碗,尺寸,正面
267,_,简单,使用体验,正面
267,_,通透,使用体验,正面
268,_,总体不错,整体,正面
269,气味,一股油漆味,气味,负面
269,防晒效果,不知道防晒效果怎么样,功效,负面
270,皮肤,很滋润,使用体验,正面
270,_,好多精华,成分,正面
270,_,特别喜欢,整体,正面
270,_,喜欢的MM们赶紧下手吧,整体,正面
271,使用体验,好的很,使用体验,正面
271,_,很滋养皮肤,功效,正面
271,_,美美哒,整体,正面
272,物流,很快,物流,正面
272,包装,完好,包装,正面
272,服务,好,服务,正面
273,_,_,_,_
274,使用体验,挺好用的,使用体验,正面
274,气味,淡淡的香味,气味,正面
274,持久度,一天都不脱妆,使用体验,正面
275,_,很好用,整体,正面
275,_,长期用,整体,正面
275,_,下次还买,整体,正面
276,_,超级差,整体,负面
276,_,卡粉,整体,负面
276,_,无敌卡粉,使用体验,负面
276,遮瑕,一点也不遮瑕,功效,负面
277,_,_,_,_
278,效果,很一般,功效,负面
279,_,正品,真伪,正面
279,_,实惠,价格,正面
279,快递,很快,物流,正面
279,_,满意,整体,正面
279,服务,很好,服务,正面
280,整体,效果真的不错,整体,正面
280,真伪,正品,真伪,正面
281,味道,清淡,气味,正面
281,泡沫,细腻,使用体验,正面
281,_,过敏,其他,负面
281,_,没有小样,其他,负面
282,真伪,正品,真伪,正面
282,使用体验,特别省,使用体验,正面
282,使用体验,水水润润的,使用体验,正面
283,价格,超级划算,价格,正面
283,包装,包装好看,包装,正面
283,_,品牌就是不一样,整体,正面
284,质量,差,其他,负面
284,_,长痘痘,使用体验,负面
284,_,几天了还没消,使用体验,负面
285,_,还不错,整体,正面
285,_,一点也不卡粉,使用体验,正面
285,_,挺好,整体,正面
285,_,有点小,尺寸,负面
286,_,_,_,_
287,_,挺好的,整体,正面
288,物流,很快,物流,正面
288,_,棒棒哒,整体,正面
289,_,挺好用的,整体,正面
289,_,以后就选这家了,整体,正面
290,_,真品,真伪,正面
291,补水效果,很好,功效,正面
292,_,很好用,整体,正面
292,_,一直用,整体,正面
293,_,非常清爽,使用体验,正面
293,_,舒服,使用体验,正面
294,使用体验,挺水润服帖的,使用体验,正面
294,颜色,稍微白了点接近自然色,其他,中性
294,颜色,爱白的美眉们建议选亮白色,其他,正面
294,赠品,还送了个替换芯,其他,正面
295,_,_,_,_
296,_,很好用,整体,正面
296,_,送很多东西,服务,正面
297,_,_,_,_
298,赠品,忽悠骗人的,其他,负面
298,_,建议还是实体店买,其他,正面
298,_,最优惠,价格,正面
299,面膜,不错,整体,正面
299,面膜,很服帖,使用体验,正面
299,_,物流也很快,物流,正面
300,_,棒,整体,正面
300,物流,当天买当天就能送到,物流,正面
300,_,小贵,价格,负面
301,使用体验,洗后皮肤不干燥,使用体验,正面
301,使用体验,摸起来滑滑的,使用体验,正面
302,_,真好,整体,正面
302,外包装,走鸡,包装,负面
303,使用体验,脸上很舒服,使用体验,正面
304,_,不错,整体,正面
305,_,体面的,整体,正面
305,_,很喜欢,整体,正面
305,_,送了小礼品,服务,正面
306,价格,实惠,价格,正面
307,_,_,_,_
308,_,不错,整体,正面
309,快递,真快,物流,正面
309,镜子,太模糊了,整体,负面
310,粉底,太少了,其他,负面
310,粉底,很少干干的,其他,负面
311,_,_,_,_
312,气味,很香,气味,正面
312,_,很白,使用体验,正面
312,_,还可以吧,整体,中性
313,遮瑕效果,不错,功效,正面
313,提亮肤色,不错,功效,正面
314,_,_,_,_
315,_,挺好,整体,正面
315,_,相当实惠,价格,正面
316,_,很好,整体,正面
316,_,漂亮,整体,正面
317,尺寸,太小了,尺寸,负面
317,尺寸,盖不住,尺寸,负面
317,成分,太少了吧,成分,负面
317,成分,不够用,成分,负面
318,_,_,_,_
319,真伪,是正品,真伪,正面
319,价格,一样,价格,中性
319,_,没有赠品,其他,负面
320,整体,很好,整体,正面
320,保湿,不错,功效,正面
320,价格,合适,价格,正面
321,物流,超快的速度,物流,正面
322,价格,物美价廉,价格,正面
322,价格,比双11贵,价格,负面
322,价格,不能保价,价格,负面
323,包装,很好看,包装,正面
324,补水效果,很好,功效,正面
324,面膜,很薄,其他,负面
325,_,价格太高,价格,负面
326,保湿效果,很好,功效,正面
327,_,_,_,_
328,_,_,_,_
329,_,一如既往的好,整体,正面
329,_,一直用这个牌子,整体,正面
329,_,不错,整体,正面
330,整体,真的不错,整体,正面
330,隔离,从未换过,其他,正面
331,效果,还看不出来,功效,中性
331,服帖,很服帖,使用体验,正面
331,服帖,超服帖,使用体验,正面
332,_,很不错,整体,正面
332,颜色,有点淡,其他,负面
333,_,_,_,_
334,味道,好闻,气味,正面
334,保湿效果,好,功效,正面
335,_,不错,整体,正面
335,物流,很快,物流,正面
336,保湿,很保湿,功效,正面
336,肤质,油性皮肤,其他,中性
336,肤质,有点油,其他,负面
336,提亮肤色,不提亮肤色,功效,负面
336,_,用了一星期出闲鱼,整体,负面
337,整体,很好,整体,正面
337,物流,不错,物流,正面
338,整体,给力,整体,正面
338,价格,和~的价钱一样,价格,中性
338,速度,比~的速度要快,使用体验,正面
338,_,第一次用这个,其他,中性
339,_,_,_,_
340,隔离霜,不错,整体,正面
340,_,很快,物流,正面
341,_,很好,整体,正面
341,_,很喜欢,整体,正面
342,滋润度,非常滋润,使用体验,正面
342,质地,一点不干也不油腻,使用体验,正面
342,效果,很自然,使用体验,正面
342,_,送了两个替换装,包装,正面
343,泡沫,很多,其他,正面
343,_,挺滋润的,使用体验,正面
343,_,超级划算,价格,正面
344,_,很实惠,价格,正面
344,_,发货速度快,物流,正面
345,温和洗后不紧绷,最大的好处,使用体验,正面
346,包装,超级高,包装,正面
346,物流,超级快,物流,正面
347,价格,非常平价,价格,正面
347,_,补水不错,功效,正面
348,气味,一股子酒精味,气味,负面
349,_,还不错,整体,正面
350,使用体验,洗完了之后，脸上会出现白白的，会掉皮，感觉也没啥效果,使用体验,负面
351,_,还不错,整体,正面
352,_,_,_,_
353,_,_,_,_
354,_,还算可以,整体,中性
355,持久性,可以,使用体验,正面
356,味道,很好闻,气味,正面
356,_,也还好,使用体验,中性
357,整体,还不错,整体,正面
357,价格,实惠,价格,正面
358,保湿效果,非常好,功效,正面
359,替换装,送了一个,其他,中性
359,替换装,不是都送了两个,其他,负面
359,替换装,只有一个,其他,负面
360,面膜,很薄,其他,负面
360,面膜,很水润,使用体验,正面
360,_,不过敏,真伪,正面
360,_,方便快捷,服务,正面
361,_,不错,整体,正面
361,_,清爽不油腻,整体,正面
362,气味,淡淡的像黄瓜的味道,气味,正面
362,_,挺好用的,整体,正面
363,_,_,_,_
364,整体,不错,整体,正面
365,_,_,_,_
366,物流,很给力,物流,正面
367,_,_,_,_
368,面膜,挺好的,整体,正面
368,片数,超多,尺寸,正面
368,_,希望有好的效果,功效,正面
369,_,挺好用的,整体,正面
370,_,货真价实,整体,正面
371,_,挺好用的,整体,正面
372,物流,快,物流,正面
372,颜色,好,其他,正面
372,_,物超所值,价格,正面
372,_,非常值得购买,整体,正面
372,赠品,与正品一样,真伪,正面
373,包装,很好,包装,正面
373,物流,很快,物流,正面
373,面膜,不错,使用体验,正面
373,铝盒,送了,包装,正面
373,价格,物美价廉,价格,正面
374,快递,好快,物流,正面
375,_,_,_,_
376,物流,快,物流,正面
377,_,_,_,_
378,_,_,_,_
379,保湿,很保湿,功效,正面
379,_,很棒,整体,中性
379,包装,快递速度很快,物流,正面
379,物流,速度快,物流,正面
379,_,快递速度慢,物流,负面
380,提亮效果,还不错,功效,正面
380,_,送了,服务,正面
380,_,谢谢,服务,正面
381,新鲜度,新鲜的,新鲜度,正面
382,_,不错,整体,正面
383,_,很好用,整体,正面
383,_,赞,整体,正面
384,使用体验,还行,使用体验,中性
384,使用体验,比较自然,使用体验,正面
385,味道,香香的,气味,正面
385,快递,很给力,物流,正面
386,面膜,很服帖,使用体验,正面
386,面膜,很滋润,使用体验,正面
387,_,很好用,整体,正面
388,控油效果,没话说,功效,正面
388,_,好用,整体,正面
389,_,质量好,整体,正面
389,_,很喜欢,整体,正面
390,使用体验,超级润,使用体验,正面
390,使用体验,喜欢天然的,使用体验,正面
390,_,反馈不错,整体,正面
391,_,_,_,_
392,_,还好,整体,中性
393,产品,好用,整体,正面
393,价格,实惠,价格,正面
393,产品,轻薄不油腻,使用体验,正面
393,产品,容易上妆,使用体验,正面
394,质地,保湿滋润,使用体验,正面
394,香味,淡淡,气味,正面
394,_,值得回购,整体,正面
394,_,推荐,整体,正面
395,_,很好用,整体,正面
395,_,很喜欢,整体,正面
396,使用体验,好干净,使用体验,正面
396,使用体验,不紧绷,使用体验,正面
397,_,_,_,_
398,保湿效果,确实不错,功效,正面
399,物流,光物流走了20多天,物流,负面
400,物流,很给力,物流,正面
400,包装,很好,包装,正面
400,_,还可以,整体,中性
401,_,_,_,_
402,_,挺好,整体,正面
402,_,好用,整体,正面
403,使用体验,非常舒服,使用体验,正面
403,使用体验,不会特别拔干,使用体验,正面
404,_,好,整体,正面
404,_,很好,整体,正面
404,_,非常好,整体,正面
404,_,非常非常好,整体,正面
405,_,超级好用,整体,正面
405,_,很划算,价格,正面
406,盖子,盖不上,其他,负面
406,_,差,整体,负面
407,_,_,_,_
408,补水效果,相当不错,功效,正面
408,精华液,特别多,成分,正面
409,_,_,_,_
410,_,物美价廉,整体,正面
411,面膜,感觉不错,整体,正面
411,面膜,非常清爽不油腻,使用体验,正面
412,物流,很快,物流,正面
413,价格,实惠,价格,正面
414,整体,很划算,整体,正面
414,整体,非常实用,整体,正面
415,_,非常喜欢,整体,正面
415,真伪,正品,真伪,正面
416,_,非常好用,整体,正面
416,_,连续买了好几次了,整体,正面
416,_,继续支持,整体,正面
417,_,挺好,整体,正面
417,_,挺好用的,整体,正面
417,_,价格实惠,价格,正面
418,真伪,正品,真伪,正面
418,整体,很不错,整体,正面
418,整体,可以用很久了,整体,正面
419,_,很不错,整体,正面
419,_,方便,使用体验,正面
420,尺寸,看着很小,尺寸,负面
421,_,_,_,_
422,_,非常不错,整体,正面
423,整体,非常适合我,整体,正面
424,面膜,蛮好的,整体,正面
424,精华,挺多的,成分,正面
425,效果,挺好,功效,正面
425,味道,好闻,气味,正面
425,_,感觉不错,整体,正面
426,物流,速度不错,物流,正面
427,_,物美价廉,整体,正面
427,_,便宜实惠,价格,正面
427,_,补个水还是可以的,功效,正面
428,气味,酒精味浓,气味,负面
429,服务,不错,服务,正面
430,_,喜欢,整体,正面
430,_,好评,整体,正面
431,使用体验,比较清爽,使用体验,正面
431,_,不油腻,使用体验,正面
431,物流,物流快,物流,正面
431,_,第二天就到了,物流,正面
432,_,_,_,_
433,物流,超级给力非常快,物流,正面
433,_,实用非常不错吧,使用体验,正面
434,_,_,_,_
435,_,很好用,整体,正面
436,_,很好用,整体,正面
436,_,第二次购买,整体,正面
437,_,挺不错的,整体,正面
438,_,很不错,整体,正面
438,_,好用,整体,正面
439,_,不油腻,使用体验,正面
439,_,有点贵,价格,负面
440,_,_,_,_
441,价格,可以接受,价格,正面
442,洗面奶,很好用,整体,正面
442,洗面奶,洗的很干净,使用体验,正面
442,洗面奶,不紧绷,使用体验,正面
443,_,_,_,_
444,_,超级大赞,整体,正面
444,_,超级划算,价格,正面
445,皮肤,细腻白皙,使用体验,正面
445,味道,好闻,气味,正面
446,_,很喜欢用,整体,正面
446,_,买了好几次,整体,正面
447,面膜,非常好用,整体,正面
447,精华,很多,成分,正面
447,_,超棒,使用体验,正面
448,_,买一送一个,其他,正面
448,物流,很快,物流,正面
449,_,_,_,_
450,_,喜欢,整体,正面
450,_,五分好评,整体,正面
451,_,还可以吧,整体,中性
451,_,挺补水的,功效,正面
452,_,不错,整体,正面
